TANGGAL,DESKRIPSI,NOMER PART,Qty,Sat,PENGGUNA,No Lamb, HARGA  , JUMLAH 
2023-10-28,Oil Engine MEDITRAN SX,15W-40,3,ltr, N 8515 UH ,404,"29,200","87,600"
2023-10-28,Velg Baru L6-12mm - UJB,P/N,1,pcs, N 8448 UF ,126,"900,000","900,000"
2023-10-28,Bikin Plat Nomor N 9420 UV,*,1,set, DT 9578 UF / N 9420 UV ,143,"110,000","110,000"
2023-10-28,DONGKRAK 50 TON,ANUGERAH JAYA MOTOR,1,pcs, DT 9578 UF / N 9420 UV ,143,"800,000","800,000"
2023-10-28,Oil Engine MEDITRAN SX PLUS ( 200 L ),Cahaya Gunung Jati,11.5,ltr, N 8444 UF ,127,"33,750","388,125"
2023-10-28,Oil Filter NKR & NMR/ Astra,16-97247 514-0,1,pcs, N 8444 UF ,127,"94,575","94,575"
2023-10-28,Fuel Filter NKR & NMR / ASTRA, I8 98037481-A,1,pcs, N 8444 UF ,127,"90,675","90,675"
2023-10-28,FUEL FILTER DMAX I6-98159 693-0,ASTRA ISUZU,1,pcs, N 8444 UF ,127,"75,000","75,000"
2023-10-28,BAUT NAP 14X50 L,B19,1,pcs, N 8761 UG ,C,"5,000","5,000"
2023-10-28,Oil Engine MEDITRAN SX,15W-40,1.5,ltr, N 8761 UG ,C,"29,200","43,800"
2023-10-28,Oil Engine MEDITRAN SX,15W-40,9,ltr, N 9616 UH ,115,"29,200","262,800"
2023-10-28,Oil Filter NKR & NMR/ Astra,16-97247 514-0,1,pcs, N 9616 UH ,115,"94,575","94,575"
2023-10-28,Fuel Filter  HINO 23401/PAK MUQ,RM Surabaya,1,pcs, N 9616 UH ,115,"39,000","39,000"
2023-10-28,Ban Depan Luar 750-16 BS Ex DT / ASTRA ISUZU,DK 5565-4/DJ0723,1,set, N 9616 UH ,115,"1,400,000","1,400,000"
2023-10-28,Ban Depan Luar 750-16 BS Ex DT / ASTRA ISUZU,DK 5565-53/DJ0523,1,set, N 8333 UF ,128,"1,400,000","1,400,000"
2023-10-28,Ban Luar 7.50-16 BS/BSN,H1102-HNJ4822,1,set, N 8448 UF ,126,"2,175,000","2,175,000"
2023-10-28,Ban Luar 7.50-16 BS/BSN,T1201-HNJ0223,1,set, N 8448 UF ,126,"2,175,000","2,175,000"
2023-10-28,Pas Kip Nap Dalam ,Bambang As,1,pcs, N 9210 UF ,H,"175,000","175,000"
2023-10-28,Pas Kip Nap Luar,Bambang As,1,pcs, N 9210 UF ,H,"150,000","150,000"
2023-10-28,B/P Roda ,Bambang As,1,pcs, N 9210 UF ,H,"75,000","75,000"
2023-10-28,BBM Traga Storing ke Bambang wajak ,Kas ,1,pcs, N 9849 UH  ,103,"50,000","50,000"
2023-10-28,UM Storing P. Edi + P. Rudi ,Kas ,2,org, N 9849 UH  ,103,"15,000","30,000"
2023-10-30,Oil Engine MEDITRAN SX,15W-40,1,ltr, N 9433 UG ,304,"29,200","29,200"
2023-10-30,ACCU NS70 12V RCA BATT,DIRGAPUTRA EKAPRATAMA,1,pcs, N 9433 UG ,304,"809,041","809,041"
2023-10-30,Oil Engine MEDITRAN SX,15W-40,9,ltr, N 9492 UH ,F,"29,200","262,800"
2023-10-30,Oil Filter NKR & NMR/ Astra,16-97247 514-0,1,pcs, N 9492 UH ,F,"94,575","94,575"
2023-10-30,Velg Baru L6-12mm - UJB,P/N,1,pcs, N 9492 UH ,F,"900,000","900,000"
2023-10-30,Kanvas Kopling ASTRA,I8-L7377 49-0,1,pcs, N 9429 UG ,303,"1,200,000","1,200,000"
2023-10-30,DRIK LAKER NKR71 78TKL4801 NSK,73 MOTOR,1,pcs, N 9429 UG ,303,"380,000","380,000"
2023-10-30,Dudukan Transmisi NKR 71,18-94111903-1,2,pcs, N 9429 UG ,303,"44,000","88,000"
2023-10-30,Air Filter NMR / ASTRA,18-98321 413-A,1,pcs, N 9429 UG ,303,"220,000","220,000"
2023-10-30,Popok As Pen Dump Dia 50 mm,Triyenny,1,pcs, N 8477 UG ,601,"125,000","125,000"
2023-10-30,Bearing Gardan 30309 DJR / JUB,30309 DJR,1,pcs,N 8432 BF,310,"165,500","165,500"
2023-10-30,Bearing Gardan 30310 DJR / JUB,30310 DJR,1,pcs,N 8432 BF,310,"200,000","200,000"
2023-10-30,SPACER COLLAR PINION Gardan NMR 1-41219004-0,73 MOTOR,1,pcs,N 8432 BF,310,"160,000","160,000"
2023-10-30,Ring Lock gigi nanas gardan 1-09588065-2,73 MOTOR,1,pcs,N 8432 BF,310,"30,000","30,000"
2023-10-30,Seal Pinion/MOB gardan  / PM SBY,8-97047609-0,1,pcs,N 8432 BF,310,"45,000","45,000"
2023-10-30,Gear Pinion Crown Wheel / NMR 71 / 43x7,ASTRA ISUZU,1,pcs,N 8432 BF,310,"4,192,500","4,192,500"
2023-10-30,Bearing Pinion NMR /JUB,1-098110062-1/J 30,1,pcs,N 8432 BF,310,"290,000","290,000"
2023-10-30,BEARING GARDAN 3984/20 KOYO,LAHAR JAYA,2,pcs,N 8432 BF,310,"185,000","370,000"
2023-10-30,Tabung Gas LPG isi 12 kg ,Kas ,1,pcs, N 8477 UG ,601,"210,000","210,000"
2023-10-31,kawat Las RB 4.0 mm, * ,10,pcs, N 8271 UE ,102,"1,565","15,650"
2023-10-31,Kawat Las RB 2.6 mm,*,5,pcs, N 8271 UE ,102,750,"3,750"
2023-10-31,Oil hydraulic TuraliK 69,CAHAYA GUNUNG JATI,3,ltr, N 8271 UE ,102,"27,000","81,000"
2023-10-31,Fuel Filter NKR & NMR / ASTRA, I8 98037481-A,1,pcs, N 9616 UH ,115,"90,675","90,675"
2023-10-31,Minyak Rem PRESTONE / ARNEX,DOT 3,0.3,ltr,N 8430 BF ,313,"75,000","22,500"
2023-10-31,Seal Rem 40493,Makmur Motor,6,pcs,N 8430 BF ,313,"11,000","66,000"
2023-10-31,SEAL REM 40493 R,73 MOTOR,4,pcs,N 8430 BF ,313,"10,000","40,000"
2023-10-31,SEAL DEBU CANTER/NKR71,73 MOTOR,8,pcs,N 8430 BF ,313,"4,000","32,000"
2023-10-31,Master Rem bawah NKR 71,73 Motor,1,pcs,N 8430 BF ,313,"175,000","175,000"
2023-10-31,Bearing Roda Belakang Dalam NMR/JUB,30213 JR / KOYO,2,pcs,N 8430 BF ,313,"162,500","325,000"
2023-10-31,Bearing Roda Belakang Luar / JUB,28680/22 KOYO,1,pcs,N 8430 BF ,313,"176,750","176,750"
2023-10-31,Seal Roda Belakang Dalam NMR  - RM,8 - 97122937 - 0,2,pcs,N 8430 BF ,313,"45,000","90,000"
2023-10-31,Gerinda Potong WD 4'',Prima Sekar,1,pcs,N 8076 UF,129,"2,500","2,500"
2023-10-31,Lampu Rotary,Anugerah JAYA,1,pcs,N 8076 UF,129,"450,000","450,000"
2023-10-31,Lampu Rotary,Anugerah JAYA,1,pcs, N 8198 UH ,132,"450,000","450,000"
2023-10-31,Ban 1100 GT / EX Mixer Hino Baru,UJB 767,1,set, N 8198 UH ,132,"4,250,000","4,250,000"
2023-10-31,Marshet IBK R20 + Besi,DIRGAPUTRA EKAPRATAMA,1,pcs, N 8198 UH ,132,"70,586","70,586"

